FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
2022-08-19,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,3122,DFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL",1023,1032.0,9.0,19.0,1051.0,1414.0,8.0,1411,1422.0,11.0,0.0,,0.0,168.0,170.0,143.0,1121.0,,,,,
2021-03-23,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5771,RDM,"Bend/Redmond, OR",DEN,"Denver, CO",1315,1312.0,-3.0,7.0,1319.0,1634.0,8.0,1644,1642.0,-2.0,0.0,,0.0,149.0,150.0,135.0,898.0,,,,,
2020-08-02,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1848,MCO,"Orlando, FL",PHL,"Philadelphia, PA",1737,1730.0,-7.0,15.0,1745.0,1941.0,7.0,2012,1948.0,-24.0,0.0,,0.0,155.0,138.0,116.0,861.0,,,,,
2021-05-30,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,787,MCO,"Orlando, FL",DCA,"Washington, DC",1250,1251.0,1.0,13.0,1304.0,1437.0,3.0,1500,1440.0,-20.0,0.0,,0.0,130.0,109.0,93.0,759.0,,,,,
2021-07-04,Allegiant Air,Allegiant Air: G4,G4,20368,1990,VPS,"Valparaiso, FL",MDW,"Chicago, IL",1510,,,,,,,1723,,,1.0,C,0.0,133.0,,,782.0,,,,,
2021-06-14,Republic Airline,Republic Airline: YX,YX,20452,5847,JFK,"New York, NY",BOS,"Boston, MA",820,817.0,-3.0,38.0,855.0,943.0,6.0,946,949.0,3.0,0.0,,0.0,86.0,92.0,48.0,187.0,,,,,
2020-03-03,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1720,PHX,"Phoenix, AZ",SEA,"Seattle, WA",1245,1239.0,-6.0,10.0,1249.0,1438.0,5.0,1455,1443.0,-12.0,0.0,,0.0,190.0,184.0,169.0,1107.0,,,,,
2019-04-24,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2300,ABQ,"Albuquerque, NM",BWI,"Baltimore, MD",1000,1000.0,0.0,10.0,1010.0,1526.0,3.0,1545,1529.0,-16.0,0.0,,0.0,225.0,209.0,196.0,1670.0,,,,,
2022-12-08,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,62,SIT,"Sitka, AK",KTN,"Ketchikan, AK",1155,1138.0,-17.0,19.0,1157.0,1230.0,4.0,1250,1234.0,-16.0,0.0,,0.0,55.0,56.0,33.0,183.0,,,,,
2019-11-30,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5720,DFW,"Dallas/Fort Worth, TX",MOB,"Mobile, AL",1130,1150.0,20.0,16.0,1206.0,1312.0,3.0,1310,1315.0,5.0,0.0,,0.0,100.0,85.0,66.0,539.0,,,,,
2019-05-30,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3200,DFW,"Dallas/Fort Worth, TX",COU,"Columbia, MO",2230,2224.0,-6.0,16.0,2240.0,2346.0,5.0,14,2351.0,-23.0,0.0,,0.0,104.0,87.0,66.0,489.0,,,,,
2019-06-16,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1266,BUF,"Buffalo, NY",ATL,"Atlanta, GA",600,554.0,-6.0,16.0,610.0,745.0,5.0,758,750.0,-8.0,0.0,,0.0,118.0,116.0,95.0,712.0,,,,,
2020-11-04,Envoy Air,Envoy Air: MQ,MQ,20398,3792,ORD,"Chicago, IL",MSN,"Madison, WI",1324,1323.0,-1.0,10.0,1333.0,1358.0,3.0,1418,1401.0,-17.0,0.0,,0.0,54.0,38.0,25.0,109.0,,,,,
2023-01-16,JetBlue Airways,JetBlue Airways: B6,B6,20409,1751,BOS,"Boston, MA",MCO,"Orlando, FL",1845,2022.0,97.0,26.0,2048.0,2329.0,17.0,2216,2346.0,90.0,0.0,,0.0,211.0,204.0,161.0,1121.0,40.0,0.0,0.0,0.0,50.0
2020-01-10,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5866,SFO,"San Francisco, CA",SEA,"Seattle, WA",842,838.0,-4.0,36.0,914.0,1113.0,7.0,1112,1120.0,8.0,0.0,,0.0,150.0,162.0,119.0,679.0,,,,,
2021-07-15,Allegiant Air,Allegiant Air: G4,G4,20368,806,PIE,"St. Petersburg, FL",LEX,"Lexington, KY",800,747.0,-13.0,10.0,757.0,929.0,7.0,953,936.0,-17.0,0.0,,0.0,113.0,109.0,92.0,707.0,,,,,
2022-10-22,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1181,ORD,"Chicago, IL",BOS,"Boston, MA",615,608.0,-7.0,16.0,624.0,914.0,6.0,930,920.0,-10.0,0.0,,0.0,135.0,132.0,110.0,867.0,,,,,
2021-09-15,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,491,FAR,"Fargo, ND",DEN,"Denver, CO",1143,1129.0,-14.0,13.0,1142.0,1220.0,8.0,1243,1228.0,-15.0,0.0,,0.0,120.0,119.0,98.0,627.0,,,,,
2022-03-06,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1419,CLT,"Charlotte, NC",FLL,"Fort Lauderdale, FL",716,721.0,5.0,18.0,739.0,910.0,4.0,911,914.0,3.0,0.0,,0.0,115.0,113.0,91.0,632.0,,,,,
2019-06-18,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3896,ICT,"Wichita, KS",MSP,"Minneapolis, MN",1145,1134.0,-11.0,15.0,1149.0,1307.0,4.0,1334,1311.0,-23.0,0.0,,0.0,109.0,97.0,78.0,545.0,,,,,
2022-02-15,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1222,BNA,"Nashville, TN",MCI,"Kansas City, MO",745,741.0,-4.0,6.0,747.0,905.0,4.0,935,909.0,-26.0,0.0,,0.0,110.0,88.0,78.0,491.0,,,,,
2020-03-17,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6173,CLE,"Cleveland, OH",IAH,"Houston, TX",1455,1648.0,113.0,13.0,1701.0,1857.0,16.0,1709,1913.0,124.0,0.0,,0.0,194.0,205.0,176.0,1091.0,124.0,0.0,0.0,0.0,0.0
2023-02-08,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1634,ATL,"Atlanta, GA",TUS,"Tucson, AZ",950,948.0,-2.0,24.0,1012.0,1150.0,6.0,1159,1156.0,-3.0,0.0,,0.0,249.0,248.0,218.0,1541.0,,,,,
2020-10-25,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5653,PHL,"Philadelphia, PA",SAV,"Savannah, GA",1010,1002.0,-8.0,30.0,1032.0,1213.0,9.0,1213,1222.0,9.0,0.0,,0.0,123.0,140.0,101.0,629.0,,,,,
2020-03-10,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2128,DTW,"Detroit, MI",MCO,"Orlando, FL",1220,1215.0,-5.0,14.0,1229.0,1435.0,8.0,1507,1443.0,-24.0,0.0,,0.0,167.0,148.0,126.0,957.0,,,,,
2022-03-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2009,BUF,"Buffalo, NY",BWI,"Baltimore, MD",605,622.0,17.0,7.0,629.0,723.0,9.0,735,732.0,-3.0,0.0,,0.0,90.0,70.0,54.0,281.0,,,,,
2021-10-10,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5212,DSM,"Des Moines, IA",ATL,"Atlanta, GA",710,709.0,-1.0,13.0,722.0,953.0,6.0,1015,959.0,-16.0,0.0,,0.0,125.0,110.0,91.0,743.0,,,,,
2022-12-29,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1851,PDX,"Portland, OR",IAH,"Houston, TX",1248,1252.0,4.0,12.0,1304.0,1847.0,44.0,1853,1931.0,38.0,0.0,,0.0,245.0,279.0,223.0,1825.0,0.0,0.0,38.0,0.0,0.0
2021-08-11,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4842,RST,"Rochester, MN",MSP,"Minneapolis, MN",1357,1352.0,-5.0,11.0,1403.0,1426.0,7.0,1445,1433.0,-12.0,0.0,,0.0,48.0,41.0,23.0,76.0,,,,,
2020-11-02,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5110,ORD,"Chicago, IL",SLN,"Salina, KS",850,843.0,-7.0,20.0,903.0,1022.0,3.0,1053,1025.0,-28.0,0.0,,0.0,123.0,102.0,79.0,559.0,,,,,
2019-01-13,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,753,DEN,"Denver, CO",PHX,"Phoenix, AZ",2205,2156.0,-9.0,29.0,2225.0,2359.0,27.0,9,26.0,17.0,0.0,,0.0,124.0,150.0,94.0,602.0,0.0,0.0,17.0,0.0,0.0
2023-02-16,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1199,SAN,"San Diego, CA",SEA,"Seattle, WA",2055,2042.0,-13.0,23.0,2105.0,2332.0,8.0,2359,2340.0,-19.0,0.0,,0.0,184.0,178.0,147.0,1050.0,,,,,
2021-01-25,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5156,ABI,"Abilene, TX",IAH,"Houston, TX",645,1405.0,440.0,7.0,1412.0,1509.0,6.0,819,1515.0,416.0,0.0,,0.0,94.0,70.0,57.0,307.0,416.0,0.0,0.0,0.0,0.0
2020-03-29,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,791,HNL,"Honolulu, HI",LIH,"Lihue, HI",1245,,,,,,,1340,,,1.0,D,0.0,55.0,,,102.0,,,,,
2019-08-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1731,CHS,"Charleston, SC",CLT,"Charlotte, NC",600,552.0,-8.0,25.0,617.0,649.0,4.0,701,653.0,-8.0,0.0,,0.0,61.0,61.0,32.0,168.0,,,,,
2023-08-28,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5677,ORD,"Chicago, IL",DCA,"Washington, DC",910,924.0,14.0,23.0,947.0,1211.0,6.0,1213,1217.0,4.0,0.0,,0.0,123.0,113.0,84.0,612.0,,,,,
2022-05-04,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2339,MCI,"Kansas City, MO",DEN,"Denver, CO",1343,1511.0,88.0,9.0,1520.0,1541.0,7.0,1435,1548.0,73.0,0.0,,0.0,112.0,97.0,81.0,533.0,73.0,0.0,0.0,0.0,0.0
2023-03-29,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,917,ATL,"Atlanta, GA",CHA,"Chattanooga, TN",910,908.0,-2.0,9.0,917.0,943.0,3.0,958,946.0,-12.0,0.0,,0.0,48.0,38.0,26.0,106.0,,,,,
2023-07-27,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,954,SEA,"Seattle, WA",PDX,"Portland, OR",1945,2006.0,21.0,26.0,2032.0,2117.0,3.0,2042,2120.0,38.0,0.0,,0.0,57.0,74.0,45.0,129.0,0.0,0.0,17.0,0.0,21.0
2022-08-07,Envoy Air,Envoy Air: MQ,MQ,20398,3778,CLE,"Cleveland, OH",MIA,"Miami, FL",615,610.0,-5.0,14.0,624.0,859.0,4.0,913,903.0,-10.0,0.0,,0.0,178.0,173.0,155.0,1080.0,,,,,
2020-05-18,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1258,MCO,"Orlando, FL",EWR,"Newark, NJ",1942,1931.0,-11.0,15.0,1946.0,2146.0,6.0,2227,2152.0,-35.0,0.0,,0.0,165.0,141.0,120.0,937.0,,,,,
2023-08-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2504,DFW,"Dallas/Fort Worth, TX",TPA,"Tampa, FL",1355,1945.0,350.0,13.0,1958.0,2256.0,4.0,1721,2300.0,339.0,0.0,,0.0,146.0,135.0,118.0,929.0,148.0,0.0,0.0,0.0,191.0
2021-04-29,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1373,ABQ,"Albuquerque, NM",HOU,"Houston, TX",1505,1505.0,0.0,8.0,1513.0,1759.0,8.0,1810,1807.0,-3.0,0.0,,0.0,125.0,122.0,106.0,759.0,,,,,
2022-02-07,JetBlue Airways,JetBlue Airways: B6,B6,20409,842,SAV,"Savannah, GA",JFK,"New York, NY",1035,1028.0,-7.0,12.0,1040.0,1213.0,7.0,1229,1220.0,-9.0,0.0,,0.0,114.0,112.0,93.0,718.0,,,,,
2019-05-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2467,DFW,"Dallas/Fort Worth, TX",DSM,"Des Moines, IA",934,1245.0,191.0,13.0,1258.0,1416.0,4.0,1126,1420.0,174.0,0.0,,0.0,112.0,95.0,78.0,624.0,0.0,4.0,0.0,0.0,170.0
2021-05-14,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2189,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",1930,1925.0,-5.0,16.0,1941.0,2051.0,9.0,2114,2100.0,-14.0,0.0,,0.0,104.0,95.0,70.0,449.0,,,,,
2019-03-14,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,205,OGG,"Kahului, HI",HNL,"Honolulu, HI",1137,1145.0,8.0,7.0,1152.0,1215.0,7.0,1217,1222.0,5.0,0.0,,0.0,40.0,37.0,23.0,100.0,,,,,
2021-02-04,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1254,BOS,"Boston, MA",IAH,"Houston, TX",920,913.0,-7.0,12.0,925.0,1214.0,2.0,1257,1216.0,-41.0,0.0,,0.0,277.0,243.0,229.0,1597.0,,,,,
2019-04-07,ExpressJet Airlines LLC d/b/a aha!,ExpressJet Airlines LLC d/b/a aha!: EV,EV,20366,4071,ECP,"Panama City, FL",IAH,"Houston, TX",1255,,,,,,,1459,,,1.0,A,0.0,124.0,,,572.0,,,,,
2022-03-04,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1270,ATL,"Atlanta, GA",MDW,"Chicago, IL",2113,2112.0,-1.0,9.0,2121.0,2153.0,4.0,2205,2157.0,-8.0,0.0,,0.0,112.0,105.0,92.0,591.0,,,,,
2022-09-25,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1206,SJC,"San Jose, CA",PHX,"Phoenix, AZ",2220,2313.0,53.0,7.0,2320.0,50.0,4.0,10,54.0,44.0,0.0,,0.0,110.0,101.0,90.0,621.0,4.0,0.0,0.0,0.0,40.0
2022-09-18,Envoy Air,Envoy Air: MQ,MQ,20398,3595,ORD,"Chicago, IL",TVC,"Traverse City, MI",2040,2037.0,-3.0,30.0,2107.0,2248.0,3.0,2308,2251.0,-17.0,0.0,,0.0,88.0,74.0,41.0,224.0,,,,,
2020-12-17,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2557,FAT,"Fresno, CA",DFW,"Dallas/Fort Worth, TX",1442,1448.0,6.0,22.0,1510.0,1958.0,8.0,1955,2006.0,11.0,0.0,,0.0,193.0,198.0,168.0,1313.0,,,,,
2021-06-09,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,33,LAX,"Los Angeles, CA",OGG,"Kahului, HI",810,809.0,-1.0,20.0,829.0,1052.0,6.0,1050,1058.0,8.0,0.0,,0.0,340.0,349.0,323.0,2486.0,,,,,
2019-01-16,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2130,DTW,"Detroit, MI",TPA,"Tampa, FL",1025,1102.0,37.0,11.0,1113.0,1316.0,2.0,1318,1318.0,0.0,0.0,,0.0,173.0,136.0,123.0,983.0,,,,,
2019-08-30,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5486,GSP,"Greer, SC",PHL,"Philadelphia, PA",734,733.0,-1.0,14.0,747.0,903.0,4.0,925,907.0,-18.0,0.0,,0.0,111.0,94.0,76.0,515.0,,,,,
2021-06-24,Republic Airline,Republic Airline: YX,YX,20452,4886,PHL,"Philadelphia, PA",IND,"Indianapolis, IN",1530,1535.0,5.0,12.0,1547.0,1710.0,8.0,1726,1718.0,-8.0,0.0,,0.0,116.0,103.0,83.0,588.0,,,,,
2023-08-29,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1425,ATL,"Atlanta, GA",TPA,"Tampa, FL",1830,,,,,,,1959,,,1.0,B,0.0,89.0,,,406.0,,,,,
2019-04-24,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2139,PHX,"Phoenix, AZ",ONT,"Ontario, CA",1025,1023.0,-2.0,13.0,1036.0,1127.0,4.0,1140,1131.0,-9.0,0.0,,0.0,75.0,68.0,51.0,325.0,,,,,
2020-12-28,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1755,ATL,"Atlanta, GA",BHM,"Birmingham, AL",2055,2101.0,6.0,13.0,2114.0,2040.0,2.0,2043,2042.0,-1.0,0.0,,0.0,48.0,41.0,26.0,134.0,,,,,
2022-01-02,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1930,RSW,"Fort Myers, FL",CLT,"Charlotte, NC",1945,2030.0,45.0,14.0,2044.0,2232.0,8.0,2138,2240.0,62.0,0.0,,0.0,113.0,130.0,108.0,600.0,0.0,0.0,17.0,0.0,45.0
2022-11-15,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1956,DFW,"Dallas/Fort Worth, TX",DEN,"Denver, CO",1131,1137.0,6.0,15.0,1152.0,1228.0,6.0,1241,1234.0,-7.0,0.0,,0.0,130.0,117.0,96.0,641.0,,,,,
2019-12-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2861,OAK,"Oakland, CA",SLC,"Salt Lake City, UT",1100,1101.0,1.0,30.0,1131.0,1344.0,5.0,1345,1349.0,4.0,0.0,,0.0,105.0,108.0,73.0,588.0,,,,,
2020-01-08,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2144,ONT,"Ontario, CA",SMF,"Sacramento, CA",855,859.0,4.0,8.0,907.0,1018.0,3.0,1025,1021.0,-4.0,0.0,,0.0,90.0,82.0,71.0,390.0,,,,,
2022-08-23,JetBlue Airways,JetBlue Airways: B6,B6,20409,1027,BOS,"Boston, MA",BWI,"Baltimore, MD",1700,1756.0,56.0,27.0,1823.0,1945.0,5.0,1843,1950.0,67.0,0.0,,0.0,103.0,114.0,82.0,369.0,14.0,0.0,11.0,0.0,42.0
2022-09-22,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,2079,LAS,"Las Vegas, NV",SFO,"San Francisco, CA",626,621.0,-5.0,23.0,644.0,753.0,10.0,806,803.0,-3.0,0.0,,0.0,100.0,102.0,69.0,414.0,,,,,
2023-04-27,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1382,BTV,"Burlington, VT",ATL,"Atlanta, GA",600,558.0,-2.0,14.0,612.0,839.0,18.0,857,857.0,0.0,0.0,,0.0,177.0,179.0,147.0,961.0,,,,,
2023-07-02,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5300,DAY,"Dayton, OH",DFW,"Dallas/Fort Worth, TX",1818,1956.0,98.0,26.0,2022.0,2123.0,18.0,1958,2141.0,103.0,0.0,,0.0,160.0,165.0,121.0,861.0,5.0,0.0,5.0,0.0,93.0
2019-03-30,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3094,LAX,"Los Angeles, CA",FAT,"Fresno, CA",1950,1944.0,-6.0,16.0,2000.0,2038.0,4.0,2058,2042.0,-16.0,0.0,,0.0,68.0,58.0,38.0,209.0,,,,,
2020-08-20,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3513,MSP,"Minneapolis, MN",BIS,"Bismarck/Mandan, ND",2100,2056.0,-4.0,14.0,2110.0,2211.0,4.0,2226,2215.0,-11.0,0.0,,0.0,86.0,79.0,61.0,386.0,,,,,
2021-04-26,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5384,XNA,"Fayetteville, AR",ATL,"Atlanta, GA",1823,1820.0,-3.0,14.0,1834.0,2046.0,6.0,2110,2052.0,-18.0,0.0,,0.0,107.0,92.0,72.0,589.0,,,,,
2021-11-29,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,174,HOU,"Houston, TX",MIA,"Miami, FL",1300,1306.0,6.0,9.0,1315.0,1606.0,6.0,1615,1612.0,-3.0,0.0,,0.0,135.0,126.0,111.0,955.0,,,,,
2019-12-17,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5245,SHV,"Shreveport, LA",DEN,"Denver, CO",700,651.0,-9.0,13.0,704.0,805.0,12.0,831,817.0,-14.0,0.0,,0.0,151.0,146.0,121.0,792.0,,,,,
2021-03-26,Allegiant Air,Allegiant Air: G4,G4,20368,1033,SYR,"Syracuse, NY",BNA,"Nashville, TN",1618,1610.0,-8.0,9.0,1619.0,1719.0,7.0,1733,1726.0,-7.0,0.0,,0.0,135.0,136.0,120.0,741.0,,,,,
2022-04-15,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1165,PHL,"Philadelphia, PA",MCO,"Orlando, FL",940,939.0,-1.0,15.0,954.0,1200.0,12.0,1223,1212.0,-11.0,0.0,,0.0,163.0,153.0,126.0,861.0,,,,,
2019-04-19,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,703,MSY,"New Orleans, LA",SEA,"Seattle, WA",1735,1726.0,-9.0,11.0,1737.0,2008.0,6.0,2050,2014.0,-36.0,0.0,,0.0,315.0,288.0,271.0,2086.0,,,,,
2023-07-12,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1217,DFW,"Dallas/Fort Worth, TX",DEN,"Denver, CO",1851,1851.0,0.0,15.0,1906.0,1939.0,9.0,1956,1948.0,-8.0,0.0,,0.0,125.0,117.0,93.0,641.0,,,,,
2023-08-02,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,219,AUS,"Austin, TX",SMF,"Sacramento, CA",545,540.0,-5.0,11.0,551.0,709.0,6.0,731,715.0,-16.0,0.0,,0.0,226.0,215.0,198.0,1481.0,,,,,
2022-04-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1006,JFK,"New York, NY",MIA,"Miami, FL",1259,1256.0,-3.0,21.0,1317.0,1541.0,12.0,1600,1553.0,-7.0,0.0,,0.0,181.0,177.0,144.0,1089.0,,,,,
2021-12-14,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,602,HOU,"Houston, TX",SAT,"San Antonio, TX",1600,1618.0,18.0,8.0,1626.0,1706.0,2.0,1700,1708.0,8.0,0.0,,0.0,60.0,50.0,40.0,192.0,,,,,
2021-03-27,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3067,PHX,"Phoenix, AZ",SBA,"Santa Barbara, CA",827,823.0,-4.0,28.0,851.0,956.0,3.0,1027,959.0,-28.0,0.0,,0.0,120.0,96.0,65.0,455.0,,,,,
2020-12-31,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4750,PSP,"Palm Springs, CA",ORD,"Chicago, IL",1055,1047.0,-8.0,11.0,1058.0,1617.0,13.0,1659,1630.0,-29.0,0.0,,0.0,244.0,223.0,199.0,1652.0,,,,,
2019-08-23,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2659,SNA,"Santa Ana, CA",DFW,"Dallas/Fort Worth, TX",1605,1926.0,201.0,13.0,1939.0,10.0,6.0,2112,16.0,184.0,0.0,,0.0,187.0,170.0,151.0,1205.0,13.0,0.0,0.0,0.0,171.0
2019-09-19,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1984,SMF,"Sacramento, CA",AUS,"Austin, TX",710,711.0,1.0,19.0,730.0,1221.0,6.0,1230,1227.0,-3.0,0.0,,0.0,200.0,196.0,171.0,1481.0,,,,,
2019-09-16,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3586,CLE,"Cleveland, OH",LGA,"New York, NY",710,713.0,3.0,17.0,730.0,835.0,13.0,850,848.0,-2.0,0.0,,0.0,100.0,95.0,65.0,419.0,,,,,
2022-12-30,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1749,ELP,"El Paso, TX",DAL,"Dallas, TX",700,701.0,1.0,11.0,712.0,931.0,4.0,940,935.0,-5.0,0.0,,0.0,100.0,94.0,79.0,562.0,,,,,
2022-09-26,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4778,MOT,"Minot, ND",DEN,"Denver, CO",1328,1324.0,-4.0,12.0,1336.0,1405.0,5.0,1430,1410.0,-20.0,0.0,,0.0,122.0,106.0,89.0,604.0,,,,,
2022-06-19,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2613,LGA,"New York, NY",ORD,"Chicago, IL",1630,1628.0,-2.0,38.0,1706.0,1755.0,16.0,1827,1811.0,-16.0,0.0,,0.0,177.0,163.0,109.0,733.0,,,,,
2021-11-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3442,MKE,"Milwaukee, WI",BNA,"Nashville, TN",1725,1725.0,0.0,31.0,1756.0,1905.0,5.0,1855,1910.0,15.0,0.0,,0.0,90.0,105.0,69.0,475.0,0.0,0.0,15.0,0.0,0.0
2022-05-22,Republic Airline,Republic Airline: YX,YX,20452,4625,DCA,"Washington, DC",ATL,"Atlanta, GA",2201,2214.0,13.0,19.0,2233.0,2355.0,12.0,2359,7.0,8.0,0.0,,0.0,118.0,113.0,82.0,547.0,,,,,
2019-04-21,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4288,MSP,"Minneapolis, MN",BNA,"Nashville, TN",2015,2013.0,-2.0,28.0,2041.0,2215.0,6.0,2231,2221.0,-10.0,0.0,,0.0,136.0,128.0,94.0,695.0,,,,,
2020-04-02,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1091,ABQ,"Albuquerque, NM",SAN,"San Diego, CA",630,,,,,,,720,,,1.0,D,0.0,110.0,,,628.0,,,,,
2021-04-24,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1431,MIA,"Miami, FL",ORD,"Chicago, IL",901,857.0,-4.0,13.0,910.0,1053.0,6.0,1134,1059.0,-35.0,0.0,,0.0,213.0,182.0,163.0,1197.0,,,,,
2023-08-12,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,385,BOS,"Boston, MA",ATL,"Atlanta, GA",1853,2008.0,75.0,51.0,2059.0,2328.0,58.0,2150,26.0,156.0,0.0,,0.0,177.0,258.0,149.0,946.0,0.0,0.0,156.0,0.0,0.0
2019-02-16,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1937,CLT,"Charlotte, NC",BOS,"Boston, MA",2220,2234.0,14.0,19.0,2253.0,29.0,5.0,26,34.0,8.0,0.0,,0.0,126.0,120.0,96.0,728.0,,,,,
