FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
2023-04-19,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,450,ORD,"Chicago, IL",ANC,"Anchorage, AK",1613,1614.0,1.0,15.0,1629.0,1913.0,2.0,2002,1915.0,-47.0,0.0,,0.0,409.0,361.0,344.0,2846.0,,,,,
2022-06-15,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3423,SEA,"Seattle, WA",PSP,"Palm Springs, CA",2022,2041.0,19.0,12.0,2053.0,2323.0,5.0,2306,2328.0,22.0,0.0,,0.0,164.0,167.0,150.0,987.0,0.0,0.0,0.0,0.0,22.0
2021-03-14,Republic Airline,Republic Airline: YX,YX,20452,4944,CLT,"Charlotte, NC",AVL,"Asheville, NC",1451,1447.0,-4.0,13.0,1500.0,1522.0,4.0,1551,1526.0,-25.0,0.0,,0.0,60.0,39.0,22.0,91.0,,,,,
2022-12-08,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5425,BGM,"Binghamton, NY",DTW,"Detroit, MI",1715,1706.0,-9.0,15.0,1721.0,1827.0,8.0,1902,1835.0,-27.0,0.0,,0.0,107.0,89.0,66.0,378.0,,,,,
2023-07-02,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5487,DCA,"Washington, DC",RDU,"Raleigh/Durham, NC",1705,1655.0,-10.0,14.0,1709.0,1751.0,13.0,1836,1804.0,-32.0,0.0,,0.0,91.0,69.0,42.0,227.0,,,,,
2019-07-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,261,PVD,"Providence, RI",MDW,"Chicago, IL",600,601.0,1.0,10.0,611.0,707.0,4.0,730,711.0,-19.0,0.0,,0.0,150.0,130.0,116.0,842.0,,,,,
2021-08-06,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5111,ORD,"Chicago, IL",ATY,"Watertown, SD",1258,1257.0,-1.0,24.0,1321.0,1437.0,3.0,1444,1440.0,-4.0,0.0,,0.0,106.0,103.0,76.0,507.0,,,,,
2022-01-04,Republic Airline,Republic Airline: YX,YX,20452,3462,EWR,"Newark, NJ",PIT,"Pittsburgh, PA",2129,133.0,244.0,34.0,207.0,259.0,5.0,2305,304.0,239.0,0.0,,0.0,96.0,91.0,52.0,319.0,239.0,0.0,0.0,0.0,0.0
2021-12-07,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4935,MBS,"Saginaw/Bay City/Midland, MI",DTW,"Detroit, MI",1830,1825.0,-5.0,8.0,1833.0,1854.0,10.0,1920,1904.0,-16.0,0.0,,0.0,50.0,39.0,21.0,98.0,,,,,
2019-02-19,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,464,FLL,"Fort Lauderdale, FL",ORD,"Chicago, IL",2134,2133.0,-1.0,12.0,2145.0,2320.0,8.0,2359,2328.0,-31.0,0.0,,0.0,205.0,175.0,155.0,1182.0,,,,,
2022-06-27,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3699,IND,"Indianapolis, IN",MSP,"Minneapolis, MN",1100,1223.0,83.0,13.0,1236.0,1256.0,6.0,1147,1302.0,75.0,0.0,,0.0,107.0,99.0,80.0,503.0,75.0,0.0,0.0,0.0,0.0
2021-08-18,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5110,MAF,"Midland/Odessa, TX",DAL,"Dallas, TX",720,718.0,-2.0,9.0,727.0,827.0,4.0,835,831.0,-4.0,0.0,,0.0,75.0,73.0,60.0,319.0,,,,,
2019-02-26,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,892,MCO,"Orlando, FL",DTW,"Detroit, MI",1839,1835.0,-4.0,13.0,1848.0,2055.0,10.0,2125,2105.0,-20.0,0.0,,0.0,166.0,150.0,127.0,957.0,,,,,
2019-06-12,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3740,DTW,"Detroit, MI",ROC,"Rochester, NY",1550,1549.0,-1.0,23.0,1612.0,1701.0,6.0,1712,1707.0,-5.0,0.0,,0.0,82.0,78.0,49.0,296.0,,,,,
2021-11-09,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1152,LAS,"Las Vegas, NV",CLT,"Charlotte, NC",2224,2218.0,-6.0,15.0,2233.0,512.0,12.0,547,524.0,-23.0,0.0,,0.0,263.0,246.0,219.0,1916.0,,,,,
2023-01-31,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4035,CLE,"Cleveland, OH",BOS,"Boston, MA",1125,1121.0,-4.0,18.0,1139.0,1251.0,6.0,1307,1257.0,-10.0,0.0,,0.0,102.0,96.0,72.0,563.0,,,,,
2020-04-24,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2933,ORD,"Chicago, IL",LAX,"Los Angeles, CA",1045,1106.0,21.0,12.0,1118.0,1300.0,4.0,1307,1304.0,-3.0,0.0,,0.0,262.0,238.0,222.0,1744.0,,,,,
2019-03-31,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1957,DEN,"Denver, CO",CLT,"Charlotte, NC",1212,1207.0,-5.0,13.0,1220.0,1658.0,12.0,1720,1710.0,-10.0,0.0,,0.0,188.0,183.0,158.0,1337.0,,,,,
2019-10-14,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,312,SAN,"San Diego, CA",SMF,"Sacramento, CA",2035,2036.0,1.0,10.0,2046.0,2156.0,7.0,2205,2203.0,-2.0,0.0,,0.0,90.0,87.0,70.0,480.0,,,,,
2023-03-30,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1476,ILM,"Wilmington, NC",CLT,"Charlotte, NC",1056,1047.0,-9.0,17.0,1104.0,1141.0,6.0,1205,1147.0,-18.0,0.0,,0.0,69.0,60.0,37.0,185.0,,,,,
2021-07-27,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,449,BOS,"Boston, MA",ORD,"Chicago, IL",600,608.0,8.0,13.0,621.0,730.0,10.0,741,740.0,-1.0,0.0,,0.0,161.0,152.0,129.0,867.0,,,,,
2019-03-17,JetBlue Airways,JetBlue Airways: B6,B6,20409,1374,CHS,"Charleston, SC",JFK,"New York, NY",1742,1752.0,10.0,10.0,1802.0,1937.0,11.0,1945,1948.0,3.0,0.0,,0.0,123.0,116.0,95.0,636.0,,,,,
2022-04-14,JetBlue Airways,JetBlue Airways: B6,B6,20409,70,FLL,"Fort Lauderdale, FL",BOS,"Boston, MA",1906,1919.0,13.0,16.0,1935.0,2217.0,12.0,2223,2229.0,6.0,0.0,,0.0,197.0,190.0,162.0,1237.0,,,,,
2023-05-14,JetBlue Airways,JetBlue Airways: B6,B6,20409,416,SFO,"San Francisco, CA",JFK,"New York, NY",1243,1258.0,15.0,19.0,1317.0,2115.0,6.0,2120,2121.0,1.0,0.0,,0.0,337.0,323.0,298.0,2586.0,,,,,
2020-02-12,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5097,ATL,"Atlanta, GA",CAE,"Columbia, SC",1345,1339.0,-6.0,15.0,1354.0,1423.0,6.0,1446,1429.0,-17.0,0.0,,0.0,61.0,50.0,29.0,192.0,,,,,
2021-07-25,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1868,DFW,"Dallas/Fort Worth, TX",PIT,"Pittsburgh, PA",1516,1610.0,54.0,15.0,1625.0,1941.0,4.0,1901,1945.0,44.0,0.0,,0.0,165.0,155.0,136.0,1067.0,44.0,0.0,0.0,0.0,0.0
2019-03-12,JetBlue Airways,JetBlue Airways: B6,B6,20409,578,SFO,"San Francisco, CA",FLL,"Fort Lauderdale, FL",939,937.0,-2.0,15.0,952.0,1747.0,24.0,1805,1811.0,6.0,0.0,,0.0,326.0,334.0,295.0,2584.0,,,,,
2019-09-16,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,952,SAT,"San Antonio, TX",HOU,"Houston, TX",1220,1215.0,-5.0,5.0,1220.0,1256.0,3.0,1320,1259.0,-21.0,0.0,,0.0,60.0,44.0,36.0,192.0,,,,,
2022-05-10,Republic Airline,Republic Airline: YX,YX,20452,4584,CHO,"Charlottesville, VA",LGA,"New York, NY",1742,1731.0,-11.0,55.0,1826.0,1920.0,6.0,1906,1926.0,20.0,0.0,,0.0,84.0,115.0,54.0,305.0,0.0,0.0,20.0,0.0,0.0
2021-03-09,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4889,AVL,"Asheville, NC",ATL,"Atlanta, GA",1820,1815.0,-5.0,12.0,1827.0,1902.0,4.0,1924,1906.0,-18.0,0.0,,0.0,64.0,51.0,35.0,164.0,,,,,
2021-11-16,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2135,EWR,"Newark, NJ",MCO,"Orlando, FL",900,858.0,-2.0,16.0,914.0,1128.0,12.0,1200,1140.0,-20.0,0.0,,0.0,180.0,162.0,134.0,937.0,,,,,
2021-03-08,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1322,LAS,"Las Vegas, NV",JFK,"New York, NY",725,718.0,-7.0,12.0,730.0,1446.0,5.0,1515,1451.0,-24.0,0.0,,0.0,290.0,273.0,256.0,2248.0,,,,,
2023-08-22,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,557,PIT,"Pittsburgh, PA",DTW,"Detroit, MI",1825,1829.0,4.0,11.0,1840.0,1917.0,9.0,1930,1926.0,-4.0,0.0,,0.0,65.0,57.0,37.0,201.0,,,,,
2022-06-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2866,LAS,"Las Vegas, NV",TUS,"Tucson, AZ",1235,1235.0,0.0,24.0,1259.0,1357.0,3.0,1400,1400.0,0.0,0.0,,0.0,85.0,85.0,58.0,365.0,,,,,
2023-03-17,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1445,LAS,"Las Vegas, NV",SMF,"Sacramento, CA",1440,1519.0,39.0,15.0,1534.0,1650.0,3.0,1615,1653.0,38.0,0.0,,0.0,95.0,94.0,76.0,397.0,7.0,0.0,0.0,0.0,31.0
2021-09-03,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4718,DTW,"Detroit, MI",GRR,"Grand Rapids, MI",840,850.0,10.0,18.0,908.0,935.0,7.0,931,942.0,11.0,0.0,,0.0,51.0,52.0,27.0,120.0,,,,,
2019-01-05,JetBlue Airways,JetBlue Airways: B6,B6,20409,244,PBI,"West Palm Beach/Palm Beach, FL",EWR,"Newark, NJ",611,601.0,-10.0,13.0,614.0,826.0,10.0,856,836.0,-20.0,0.0,,0.0,165.0,155.0,132.0,1023.0,,,,,
2022-09-26,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,313,PHX,"Phoenix, AZ",PAE,"Everett, WA",1015,1005.0,-10.0,25.0,1030.0,1302.0,6.0,1323,1308.0,-15.0,0.0,,0.0,188.0,183.0,152.0,1133.0,,,,,
2019-02-13,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1773,TPA,"Tampa, FL",BWI,"Baltimore, MD",1640,1700.0,20.0,16.0,1716.0,1912.0,3.0,1855,1915.0,20.0,0.0,,0.0,135.0,135.0,116.0,842.0,8.0,0.0,0.0,0.0,12.0
2023-08-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,49,SJU,"San Juan, PR",MCO,"Orlando, FL",1205,1217.0,12.0,17.0,1234.0,1502.0,6.0,1505,1508.0,3.0,0.0,,0.0,180.0,171.0,148.0,1189.0,,,,,
2019-12-05,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,419,IAD,"Washington, DC",MCO,"Orlando, FL",1730,2156.0,266.0,17.0,2213.0,2354.0,8.0,1951,2.0,251.0,0.0,,0.0,141.0,126.0,101.0,758.0,4.0,0.0,0.0,0.0,247.0
2021-06-05,Allegiant Air,Allegiant Air: G4,G4,20368,992,OMA,"Omaha, NE",PIE,"St. Petersburg, FL",1720,1735.0,15.0,8.0,1743.0,2113.0,7.0,2103,2120.0,17.0,0.0,,0.0,163.0,165.0,150.0,1188.0,10.0,0.0,2.0,0.0,5.0
2019-02-08,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5814,DFW,"Dallas/Fort Worth, TX",RAP,"Rapid City, SD",845,846.0,1.0,12.0,858.0,950.0,4.0,1006,954.0,-12.0,0.0,,0.0,141.0,128.0,112.0,835.0,,,,,
2023-04-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2274,EWR,"Newark, NJ",RSW,"Fort Myers, FL",646,643.0,-3.0,19.0,702.0,930.0,3.0,954,933.0,-21.0,0.0,,0.0,188.0,170.0,148.0,1068.0,,,,,
2022-02-08,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,343,EWR,"Newark, NJ",LAX,"Los Angeles, CA",1800,1739.0,-21.0,17.0,1756.0,2025.0,6.0,2130,2031.0,-59.0,0.0,,0.0,390.0,352.0,329.0,2454.0,,,,,
2021-06-29,Republic Airline,Republic Airline: YX,YX,20452,5776,DCA,"Washington, DC",JFK,"New York, NY",1640,1636.0,-4.0,13.0,1649.0,1739.0,8.0,1818,1747.0,-31.0,0.0,,0.0,98.0,71.0,50.0,213.0,,,,,
2021-12-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,617,LAX,"Los Angeles, CA",IAH,"Houston, TX",1205,1203.0,-2.0,10.0,1213.0,1714.0,5.0,1719,1719.0,0.0,0.0,,0.0,194.0,196.0,181.0,1379.0,,,,,
2022-04-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2360,SMF,"Sacramento, CA",DAL,"Dallas, TX",710,710.0,0.0,10.0,720.0,1214.0,4.0,1230,1218.0,-12.0,0.0,,0.0,200.0,188.0,174.0,1442.0,,,,,
2020-10-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2603,PHL,"Philadelphia, PA",RSW,"Fort Myers, FL",1220,1211.0,-9.0,12.0,1223.0,1448.0,4.0,1506,1452.0,-14.0,0.0,,0.0,166.0,161.0,145.0,993.0,,,,,
2019-02-26,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6060,IAH,"Houston, TX",LFT,"Lafayette, LA",2140,2259.0,79.0,23.0,2322.0,3.0,11.0,2237,14.0,97.0,0.0,,0.0,57.0,75.0,41.0,201.0,0.0,97.0,0.0,0.0,0.0
2019-04-23,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5979,FSD,"Sioux Falls, SD",DEN,"Denver, CO",735,733.0,-2.0,26.0,759.0,822.0,8.0,821,830.0,9.0,0.0,,0.0,106.0,117.0,83.0,483.0,,,,,
2022-10-14,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,506,LGA,"New York, NY",ATL,"Atlanta, GA",730,726.0,-4.0,32.0,758.0,955.0,7.0,959,1002.0,3.0,0.0,,0.0,149.0,156.0,117.0,762.0,,,,,
2019-10-12,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,655,IAD,"Washington, DC",BOS,"Boston, MA",1245,1237.0,-8.0,11.0,1248.0,1355.0,6.0,1420,1401.0,-19.0,0.0,,0.0,95.0,84.0,67.0,413.0,,,,,
2023-02-10,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2562,ATL,"Atlanta, GA",PHL,"Philadelphia, PA",2045,2045.0,0.0,23.0,2108.0,2231.0,4.0,2241,2235.0,-6.0,0.0,,0.0,116.0,110.0,83.0,666.0,,,,,
2019-03-26,Envoy Air,Envoy Air: MQ,MQ,20398,3601,AZO,"Kalamazoo, MI",ORD,"Chicago, IL",611,601.0,-10.0,16.0,617.0,550.0,6.0,619,556.0,-23.0,0.0,,0.0,68.0,55.0,33.0,122.0,,,,,
2019-03-09,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2961,JFK,"New York, NY",SFO,"San Francisco, CA",815,813.0,-2.0,29.0,842.0,1153.0,4.0,1205,1157.0,-8.0,0.0,,0.0,410.0,404.0,371.0,2586.0,,,,,
2019-03-28,JetBlue Airways,JetBlue Airways: B6,B6,20409,116,JFK,"New York, NY",SYR,"Syracuse, NY",738,734.0,-4.0,19.0,753.0,836.0,2.0,854,838.0,-16.0,0.0,,0.0,76.0,64.0,43.0,209.0,,,,,
2020-02-18,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2764,SEA,"Seattle, WA",DEN,"Denver, CO",1000,955.0,-5.0,16.0,1011.0,1314.0,6.0,1343,1320.0,-23.0,0.0,,0.0,163.0,145.0,123.0,1024.0,,,,,
2019-01-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,356,PHX,"Phoenix, AZ",SMF,"Sacramento, CA",2100,2056.0,-4.0,9.0,2105.0,2151.0,5.0,2200,2156.0,-4.0,0.0,,0.0,120.0,120.0,106.0,647.0,,,,,
2022-03-08,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5077,CVG,"Cincinnati, OH",LGA,"New York, NY",909,905.0,-4.0,12.0,917.0,1042.0,10.0,1108,1052.0,-16.0,0.0,,0.0,119.0,107.0,85.0,585.0,,,,,
2023-02-21,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,898,SLC,"Salt Lake City, UT",DEN,"Denver, CO",950,944.0,-6.0,11.0,955.0,1052.0,8.0,1125,1100.0,-25.0,0.0,,0.0,95.0,76.0,57.0,391.0,,,,,
2022-03-31,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1860,RNO,"Reno, NV",PHX,"Phoenix, AZ",1624,1616.0,-8.0,16.0,1632.0,1750.0,5.0,1809,1755.0,-14.0,0.0,,0.0,105.0,99.0,78.0,601.0,,,,,
2020-02-24,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,537,KOA,"Kona, HI",HNL,"Honolulu, HI",1925,1918.0,-7.0,10.0,1928.0,1958.0,6.0,2013,2004.0,-9.0,0.0,,0.0,48.0,46.0,30.0,163.0,,,,,
2020-02-21,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3036,BNA,"Nashville, TN",ORD,"Chicago, IL",533,524.0,-9.0,12.0,536.0,648.0,51.0,720,739.0,19.0,0.0,,0.0,107.0,135.0,72.0,409.0,0.0,0.0,19.0,0.0,0.0
2020-06-06,Allegiant Air,Allegiant Air: G4,G4,20368,701,BLI,"Bellingham, WA",AZA,"Phoenix, AZ",700,645.0,-15.0,10.0,655.0,941.0,4.0,954,945.0,-9.0,0.0,,0.0,174.0,180.0,166.0,1208.0,,,,,
2020-10-15,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6090,VPS,"Valparaiso, FL",IAH,"Houston, TX",1700,1652.0,-8.0,7.0,1659.0,1835.0,8.0,1857,1843.0,-14.0,0.0,,0.0,117.0,111.0,96.0,528.0,,,,,
2023-01-10,Envoy Air,Envoy Air: MQ,MQ,20398,3946,ORD,"Chicago, IL",BMI,"Bloomington/Normal, IL",1635,1629.0,-6.0,24.0,1653.0,1716.0,4.0,1724,1720.0,-4.0,0.0,,0.0,49.0,51.0,23.0,116.0,,,,,
2022-04-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1225,SJC,"San Jose, CA",PHX,"Phoenix, AZ",1815,1808.0,-7.0,11.0,1819.0,1940.0,4.0,2005,1944.0,-21.0,0.0,,0.0,110.0,96.0,81.0,621.0,,,,,
2023-04-06,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,549,OGG,"Kahului, HI",LIH,"Lihue, HI",1440,1452.0,12.0,8.0,1500.0,1534.0,26.0,1529,1600.0,31.0,0.0,,0.0,49.0,68.0,34.0,201.0,21.0,0.0,0.0,0.0,10.0
2020-08-14,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,197,HNL,"Honolulu, HI",OGG,"Kahului, HI",1320,1313.0,-7.0,10.0,1323.0,1345.0,3.0,1415,1348.0,-27.0,0.0,,0.0,55.0,35.0,22.0,100.0,,,,,
2021-01-08,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,478,DEN,"Denver, CO",PHX,"Phoenix, AZ",1353,1349.0,-4.0,9.0,1358.0,1525.0,4.0,1550,1529.0,-21.0,0.0,,0.0,117.0,100.0,87.0,602.0,,,,,
2019-06-20,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2017,ATL,"Atlanta, GA",PHL,"Philadelphia, PA",1345,1458.0,73.0,25.0,1523.0,1719.0,3.0,1554,1722.0,88.0,0.0,,0.0,129.0,144.0,116.0,666.0,45.0,0.0,43.0,0.0,0.0
2019-10-11,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1468,BNA,"Nashville, TN",MSP,"Minneapolis, MN",1430,1446.0,16.0,21.0,1507.0,1646.0,2.0,1637,1648.0,11.0,0.0,,0.0,127.0,122.0,99.0,695.0,,,,,
2022-10-30,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1560,BWI,"Baltimore, MD",FLL,"Fort Lauderdale, FL",1135,1140.0,5.0,9.0,1149.0,1356.0,2.0,1405,1358.0,-7.0,0.0,,0.0,150.0,138.0,127.0,925.0,,,,,
2021-02-28,JetBlue Airways,JetBlue Airways: B6,B6,20409,1451,BOS,"Boston, MA",MCO,"Orlando, FL",1330,1328.0,-2.0,10.0,1338.0,1622.0,5.0,1635,1627.0,-8.0,0.0,,0.0,185.0,179.0,164.0,1121.0,,,,,
2019-08-12,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,778,DEN,"Denver, CO",IAD,"Washington, DC",1100,1057.0,-3.0,11.0,1108.0,1559.0,5.0,1620,1604.0,-16.0,0.0,,0.0,200.0,187.0,171.0,1452.0,,,,,
2021-07-27,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1685,LIH,"Lihue, HI",DEN,"Denver, CO",2005,2003.0,-2.0,18.0,2021.0,634.0,6.0,649,640.0,-9.0,0.0,,0.0,404.0,397.0,373.0,3414.0,,,,,
2020-01-04,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1174,DCA,"Washington, DC",MIA,"Miami, FL",1353,1350.0,-3.0,16.0,1406.0,1640.0,8.0,1645,1648.0,3.0,0.0,,0.0,172.0,178.0,154.0,919.0,,,,,
2023-01-14,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1173,ORD,"Chicago, IL",PIT,"Pittsburgh, PA",1640,1634.0,-6.0,15.0,1649.0,1854.0,5.0,1902,1859.0,-3.0,0.0,,0.0,82.0,85.0,65.0,413.0,,,,,
2021-03-22,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2538,DTW,"Detroit, MI",MCO,"Orlando, FL",1355,1352.0,-3.0,11.0,1403.0,1611.0,8.0,1632,1619.0,-13.0,0.0,,0.0,157.0,147.0,128.0,957.0,,,,,
2019-09-25,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3,STL,"St. Louis, MO",MDW,"Chicago, IL",1825,1847.0,22.0,8.0,1855.0,1935.0,4.0,1930,1939.0,9.0,0.0,,0.0,65.0,52.0,40.0,251.0,,,,,
2021-04-08,Republic Airline,Republic Airline: YX,YX,20452,3559,DFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL",1030,1027.0,-3.0,21.0,1048.0,1241.0,12.0,1303,1253.0,-10.0,0.0,,0.0,153.0,146.0,113.0,801.0,,,,,
2022-07-08,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1857,BWI,"Baltimore, MD",ORD,"Chicago, IL",630,621.0,-9.0,20.0,641.0,722.0,13.0,738,735.0,-3.0,0.0,,0.0,128.0,134.0,101.0,621.0,,,,,
2020-03-31,Republic Airline,Republic Airline: YX,YX,20452,3659,LFT,"Lafayette, LA",IAH,"Houston, TX",530,521.0,-9.0,18.0,539.0,620.0,6.0,644,626.0,-18.0,0.0,,0.0,74.0,65.0,41.0,201.0,,,,,
2020-01-19,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5494,LAX,"Los Angeles, CA",SBA,"Santa Barbara, CA",941,936.0,-5.0,20.0,956.0,1017.0,3.0,1037,1020.0,-17.0,0.0,,0.0,56.0,44.0,21.0,89.0,,,,,
2022-10-16,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2774,AUS,"Austin, TX",PHL,"Philadelphia, PA",810,813.0,3.0,10.0,823.0,1235.0,4.0,1234,1239.0,5.0,0.0,,0.0,204.0,206.0,192.0,1430.0,,,,,
2019-08-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2400,BWI,"Baltimore, MD",ALB,"Albany, NY",1635,1637.0,2.0,7.0,1644.0,1736.0,3.0,1755,1739.0,-16.0,0.0,,0.0,80.0,62.0,52.0,289.0,,,,,
2021-10-09,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,76,SEA,"Seattle, WA",PSP,"Palm Springs, CA",1536,1535.0,-1.0,13.0,1548.0,1748.0,5.0,1810,1753.0,-17.0,0.0,,0.0,154.0,138.0,120.0,987.0,,,,,
2020-11-22,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3835,SEA,"Seattle, WA",GEG,"Spokane, WA",2125,2122.0,-3.0,25.0,2147.0,2222.0,4.0,2231,2226.0,-5.0,0.0,,0.0,66.0,64.0,35.0,224.0,,,,,
2020-06-18,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,350,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",700,653.0,-7.0,16.0,709.0,751.0,6.0,821,757.0,-24.0,0.0,,0.0,81.0,64.0,42.0,236.0,,,,,
2019-03-20,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5282,DCA,"Washington, DC",HPN,"White Plains, NY",945,946.0,1.0,11.0,957.0,1048.0,4.0,1102,1052.0,-10.0,0.0,,0.0,77.0,66.0,51.0,234.0,,,,,
2020-07-17,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,107,SEA,"Seattle, WA",SIT,"Sitka, AK",1050,1038.0,-12.0,16.0,1054.0,1209.0,5.0,1213,1214.0,1.0,0.0,,0.0,143.0,156.0,135.0,861.0,,,,,
2019-02-10,Allegiant Air,Allegiant Air: G4,G4,20368,94,LAS,"Las Vegas, NV",BLV,"Belleville, IL",720,732.0,12.0,15.0,747.0,1215.0,7.0,1229,1222.0,-7.0,0.0,,0.0,189.0,170.0,148.0,1400.0,,,,,
2021-10-28,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,254,AUS,"Austin, TX",MCO,"Orlando, FL",610,621.0,11.0,13.0,634.0,1003.0,7.0,945,1010.0,25.0,0.0,,0.0,155.0,169.0,149.0,994.0,11.0,0.0,14.0,0.0,0.0
2019-11-28,Republic Airline,Republic Airline: YX,YX,20452,3507,IAH,"Houston, TX",PIT,"Pittsburgh, PA",1200,1154.0,-6.0,21.0,1215.0,1519.0,8.0,1550,1527.0,-23.0,0.0,,0.0,170.0,153.0,124.0,1117.0,,,,,
